mϕ,mB
331.9443760715732,1052.3108344893324
332.9443760715732,1053.6300672194027
333.9443760715732,1054.9520157966858
334.9443760715732,1056.276669200008
335.9443760715732,1057.6040163370396
336.9443760715732,1058.9340460444203
337.9443760715732,1060.2667470878828
338.9443760715732,1061.6021081623776
339.9443760715732,1062.9401178921946
340.9443760715732,1064.280764831085
341.9443760715732,1065.6240374623812
342.9443760715732,1066.9699241991193
343.9443760715732,1068.3184133841542
344.9443760715732,1069.6694932902801
345.9443760715732,1071.0231521203452
346.9443760715732,1072.379378007367
347.9443760715732,1073.7381590146467
348.9443760715732,1075.0994831358812
349.9443760715732,1076.4633382952732
350.9443760715732,1077.8297123476432
351.9443760715732,1079.1985930785354
352.9443760715732,1080.5699682043248
353.9443760715732,1081.9438253723235
354.9443760715732,1083.3201521608826
355.9443760715732,1084.6989360794933
356.9443760715732,1086.0801645688894
357.9443760715732,1087.463825001143
358.9443760715732,1088.8499046797633
359.9443760715732,1090.2383908397883
360.9443760715732,1091.6292706478819
361.9443760715732,1093.0225312024197
362.9443760715732,1094.4181595335822
363.9443760715732,1095.8161426034399
364.9443760715732,1097.2164673060388
365.9443760715732,1098.6191204674838
366.9443760715732,1100.024088846019
367.9443760715732,1101.4313591321068
368.9443760715732,1102.840917948506
369.9443760715732,1104.252751850345
370.9443760715732,1105.6668473251955
371.9443760715732,1107.0831907931408
372.9443760715732,1108.5017686068486
373.9443760715732,1109.9225670516316
374.9443760715732,1111.345572345515
375.9443760715732,1112.7707706392969
376.9443760715732,1114.1981480166075
377.9443760715732,1115.6276904939652
378.9443760715732,1117.0593840208332
379.9443760715732,1118.4932144796708
380.9443760715732,1119.9291676859823
381.9443760715732,1121.3672293883665
382.9443760715732,1122.8073852685604
383.9443760715732,1124.2496209414833
384.9443760715732,1125.693921955276
385.9443760715732,1127.1402737913393
386.9443760715732,1128.5886618643704
387.9443760715732,1130.039071522394
388.9443760715732,1131.491488046794
389.9443760715732,1132.9458966523434
390.9443760715732,1134.4022824872268
391.9443760715732,1135.860630633066
392.9443760715732,1137.3209261049387
393.9443760715732,1138.7831538513992
394.9443760715732,1140.2472987544916
395.9443760715732,1141.7133456297652
396.9443760715732,1143.1812792262822
397.9443760715732,1144.6510842266284
398.9443760715732,1146.1227452469184
399.9443760715732,1147.5962468367973
400.9443760715732,1149.0715734794421
401.9443760715732,1150.5487095915582
402.9443760715732,1152.027639523378
403.9443760715732,1153.508347558649
404.9443760715732,1154.9908179146278
405.9443760715732,1156.4750347420654
406.9443760715732,1157.9609821251943
407.9443760715732,1159.4486440817082
408.9443760715732,1160.9380045627443
409.9443760715732,1162.4290474528584
410.9443760715732,1163.9217565700026
411.9443760715732,1165.4161156654934
412.9443760715732,1166.912108423985
413.9443760715732,1168.4097184634343
414.9443760715732,1169.9089293350642
415.9443760715732,1171.409724523328
416.9443760715732,1172.9120874458658
417.9443760715732,1174.4160014534646
418.9443760715732,1175.921449830008
419.9443760715732,1177.428415792431
420.9443760715732,1178.9368824906664
421.9443760715732,1180.4468330075943
422.9443760715732,1181.9582503589813
423.9443760715732,1183.471117493425
424.9443760715732,1184.9854172922924
425.9443760715732,1186.501132569653
426.9443760715732,1188.0182460722156
427.9443760715732,1189.5367404792573
428.9443760715732,1191.0565984025518
429.9443760715732,1192.5778023862958
430.9443760715732,1194.1003349070315
431.9443760715732,1195.624178373568
432.9443760715732,1197.1493151268974
433.9443760715732,1198.675727440113
434.9443760715732,1200.203397518321
435.9443760715732,1201.7323074985507
436.9443760715732,1203.262439449661
437.9443760715732,1204.79377537225
438.9443760715732,1206.3262971985537
439.9443760715732,1207.8599867923485
440.9443760715732,1209.3948259488477
441.9443760715732,1210.9307963945982
442.9443760715732,1212.4678797873723
443.9443760715732,1214.0060577160584
444.9443760715732,1215.545311700549
445.9443760715732,1217.0856231916255
446.9443760715732,1218.626973570842
447.9443760715732,1220.1693441504044
448.9443760715732,1221.712716173049
449.9443760715732,1223.2570708119197
450.9443760715732,1224.8023891704354
451.9443760715732,1226.3486522821688
452.9443760715732,1227.8958411107071
453.9443760715732,1229.4439365495218
454.9443760715732,1230.9929194218298
455.9443760715732,1232.542770480456
456.9443760715732,1234.0934704076903
457.9443760715732,1235.6449998151438
458.9443760715732,1237.197339243603
459.9443760715732,1238.7504691628792
460.9443760715732,1240.304369971659
461.9443760715732,1241.8590219973496
462.9443760715732,1243.4144054959227
463.9443760715732,1244.9705006517574
464.9443760715732,1246.527287577477
465.9443760715732,1248.0847463137868
466.9443760715732,1249.6428568293093
467.9443760715732,1251.2015990204152
468.9443760715732,1252.7609527110526
469.9443760715732,1254.320897652576
470.9443760715732,1255.8814135235693
471.9443760715732,1257.4424799296698
472.9443760715732,1259.0040764033881
473.9443760715732,1260.5661824039246
474.9443760715732,1262.128777316988
475.9443760715732,1263.6918404546045
476.9443760715732,1265.2553510549337
477.9443760715732,1266.8192882820729
478.9443760715732,1268.383631225865
479.9443760715732,1269.9483589017036
480.9443760715732,1271.5134502503329
481.9443760715732,1273.078884137647
482.9443760715732,1274.6446393544895
483.9443760715732,1276.2106946164458
484.9443760715732,1277.777028563637
485.9443760715732,1279.3436197605079
486.9443760715732,1280.9104466956192
487.9443760715732,1282.4774877814295
488.9443760715732,1284.0447213540797
489.9443760715732,1285.612125673175
490.9443760715732,1287.1796789215632
491.9443760715732,1288.747359205111
492.9443760715732,1290.3151445524804
493.9443760715732,1291.8830129148976
494.9443760715732,1293.4509421659257
495.9443760715732,1295.0189101012315
496.9443760715732,1296.5868944383506
497.9443760715732,1298.1548728164512
498.9443760715732,1299.7228227960952
499.9443760715732,1301.2907218589949
500.9443760715732,1302.8585474077745
501.9443760715732,1304.4262767657178
502.9443760715732,1305.9938871765273
503.9443760715732,1307.561355804067
504.9443760715732,1309.1286597321168
505.9443760715732,1310.6957759641136
506.9443760715732,1312.2626814228963
507.9443760715732,1313.8293529504463
508.9443760715732,1315.3957673076268
509.9443760715732,1316.9619011739187
510.9443760715732,1318.5277311471582
511.9443760715732,1320.0932337432635
512.9443760715732,1321.6583853959708
513.9443760715732,1323.2231624565575
514.9443760715732,1324.7875411935702
515.9443760715732,1326.3514977925506
516.9443760715732,1327.915008355752
517.9443760715732,1329.4780489018613
518.9443760715732,1331.0405953657155
519.9443760715732,1332.6026235980175
520.9443760715732,1334.164109365047
521.9443760715732,1335.7250283483722
522.9443760715732,1337.2853561445568
523.9443760715732,1338.8450682648693
524.9443760715732,1340.4041401349818
525.9443760715732,1341.962547094678
526.9443760715732,1343.5202643975467
527.9443760715732,1345.0772672106834
528.9443760715732,1346.6335306143847
529.9443760715732,1348.1890296018378
530.9443760715732,1349.7437390788184
531.9443760715732,1351.2976338633732
532.9443760715732,1352.8506886855098
533.9443760715732,1354.4028781868788
534.9443760715732,1355.9541769204577
535.9443760715732,1357.5045593502305
536.9443760715732,1359.0539998508657
537.9443760715732,1360.6024727073914
538.9443760715732,1362.1499521148685
539.9443760715732,1363.696412178064
540.9443760715732,1365.2418269111165
541.9443760715732,1366.7861702372081
542.9443760715732,1368.3294159882246
543.9443760715732,1369.8715379044186
544.9443760715732,1371.4125096340745
545.9443760715732,1372.9523047331604
546.9443760715732,1374.490896664988
547.9443760715732,1376.0282587998659
548.9443760715732,1377.5643644147503
549.9443760715732,1379.0991866928925
550.9443760715732,1380.6326987234934
551.9443760715732,1382.164873501339
552.9443760715732,1383.6956839264485
553.9443760715732,1385.2251028037156
554.9443760715732,1386.7531028425442
555.9443760715732,1388.2796566564853
556.9443760715732,1389.8047367609688
557.9443760715732,1391.3283155804759
558.9443760715732,1392.8503654369608
559.9443760715732,1394.3708585568806
560.9443760715732,1395.8897670689907
561.9443760715732,1397.4070630039591
562.9443760715732,1398.9227182939965
563.9443760715732,1400.4367047724663
564.9443760715732,1401.9489941735078
565.9443760715732,1403.459558131643
566.9443760715732,1404.9683681813942
567.9443760715732,1406.4753957568898
568.9443760715732,1407.9806121914744
569.9443760715732,1409.483988717307
570.9443760715732,1410.985496464972
571.9443760715732,1412.4851064630725
572.9443760715732,1413.9827896378335
573.9443760715732,1415.4785168126923
574.9443760715732,1416.972258707896
575.9443760715732,1418.4639859400907
576.9443760715732,1419.9536690219102
577.9443760715732,1421.441278361562
578.9443760715732,1422.9267842624135
579.9443760715732,1424.410156922571
580.9443760715732,1425.8913664344598
581.9443760715732,1427.3703827844033
582.9443760715732,1428.847175852195
583.9443760715732,1430.3217154106724
584.9443760715732,1431.7939711252852
585.9443760715732,1433.2639125536668
586.9443760715732,1434.7315091451953
587.9443760715732,1436.1967302405587
588.9443760715732,1437.6595450713157
589.9443760715732,1439.119922759451
590.9443760715732,1440.5778323169352
591.9443760715732,1442.033242645275
592.9443760715732,1443.486122535064
593.9443760715732,1444.9364406655345
594.9443760715732,1446.3841656040977
595.9443760715732,1447.8292658058947
596.9443760715732,1449.2717096133329
597.9443760715732,1450.7114652556231
598.9443760715732,1452.1485008483203
599.9443760715732,1453.582784392855
600.9443760715732,1455.0142837760643
601.9443760715732,1456.4429667697218
602.9443760715732,1457.8688010300639
603.9443760715732,1459.2917540973108
604.9443760715732,1460.711793395194
605.9443760715732,1462.1288862304668
606.9443760715732,1463.5429997924268
607.9443760715732,1464.9541011524284
608.9443760715732,1466.362157263391
609.9443760715732,1467.7671349593113
610.9443760715732,1469.1690009547679
611.9443760715732,1470.567721844423
612.9443760715732,1471.9632641025264
613.9443760715732,1473.3555940824094
614.9443760715732,1474.7446780159858
615.9443760715732,1476.1304820132423
616.9443760715732,1477.5129720617251
617.9443760715732,1478.892114026034
618.9443760715732,1480.2678736473063
619.9443760715732,1481.6402165426937
620.9443760715732,1483.0091082048477
621.9443760715732,1484.3745140013953
622.9443760715732,1485.7363991744119
623.9443760715732,1487.0947288398947
624.9443760715732,1488.4494679872296
625.9443760715732,1489.8005814786598
626.9443760715732,1491.148034048747
627.9443760715732,1492.4917903038352
628.9443760715732,1493.8318147215025
629.9443760715732,1495.1680716500236
630.9443760715732,1496.5005253078184
631.9443760715732,1497.8291397829007
632.9443760715732,1499.1538790323257
633.9443760715732,1500.474706881635
634.9443760715732,1501.7915870242987
635.9443760715732,1503.104483021149
636.9443760715732,1504.4133582998197
637.9443760715732,1505.7181761541767
638.9443760715732,1507.018899743751
639.9443760715732,1508.315492093157
640.9443760715732,1509.6079160915274
641.9443760715732,1510.896134491923
642.9443760715732,1512.1801099107615
643.9443760715732,1513.459804827223
644.9443760715732,1514.735181582666
645.9443760715732,1516.0062023800378
646.9443760715732,1517.2728292832767
647.9443760715732,1518.5350242167174
648.9443760715732,1519.7927489644912
649.9443760715732,1521.045965169921
650.9443760715732,1522.2946343349151
651.9443760715732,1523.5387178193623
652.9443760715732,1524.7781768405105
653.9443760715732,1526.0129724723624
654.9443760715732,1527.2430656450456
655.9443760715732,1528.4684171442013
656.9443760715732,1529.68898761035
657.9443760715732,1530.9047375382725
658.9443760715732,1532.11562727637
659.9443760715732,1533.3216170260353
660.9443760715732,1534.522666841012
661.9443760715732,1535.7187366267585
662.9443760715732,1536.9097861397954
663.9443760715732,1538.095774987066
664.9443760715732,1539.2766626252826
665.9443760715732,1540.4524083602719
666.9443760715732,1541.6229713463174
667.9443760715732,1542.7883105854999
668.9443760715732,1543.9483849270337
669.9443760715732,1545.1031530666
670.9443760715732,1546.2525735456707
671.9443760715732,1547.396604750842
672.9443760715732,1548.5352049131516
673.9443760715732,1549.6683321073992
674.9443760715732,1550.7959442514646
675.9443760715732,1551.917999105613
676.9443760715732,1553.034454271811
677.9443760715732,1554.145267193027
678.9443760715732,1555.250395152535
679.9443760715732,1556.3497952732112
680.9443760715732,1557.4434245168281
681.9443760715732,1558.5312396833501
682.9443760715732,1559.613197410212
683.9443760715732,1560.6892541716113
684.9443760715732,1561.7593662777801
685.9443760715732,1562.8234898742717
686.9443760715732,1563.8815809412217
687.9443760715732,1564.9335952926247
688.9443760715732,1565.9794885755973
689.9443760715732,1567.0192162696394
690.9443760715732,1568.0527336858927
691.9443760715732,1569.0799959663923
692.9443760715732,1570.1009580833197
693.9443760715732,1571.1155748382469
694.9443760715732,1572.123800861381
695.9443760715732,1573.125590610801
696.9443760715732,1574.1208983716924
697.9443760715732,1575.109678255581
698.9443760715732,1576.091884199554
699.9443760715732,1577.0674699654892
700.9443760715732,1578.0363891392697
701.9443760715732,1578.9985951300023
702.9443760715732,1579.954041169222
703.9443760715732,1580.9026803101094
704.9443760715732,1581.8444654266825
705.9443760715732,1582.779349213002
706.9443760715732,1583.7072841823644
707.9443760715732,1584.6282226664935
708.9443760715732,1585.542116814724
709.9443760715732,1586.4489185931866
710.9443760715732,1587.348579783984
711.9443760715732,1588.2410519843652
712.9443760715732,1589.1262866058976
713.9443760715732,1590.0042348736235
714.9443760715732,1590.8748478252376
715.9443760715732,1591.7380763102242
716.9443760715732,1592.5938709890231
717.9443760715732,1593.4421823321748
718.9443760715732,1594.2829606194562
719.9443760715732,1595.1161559390318
720.9443760715732,1595.9417181865795
721.9443760715732,1596.759597064425
722.9443760715732,1597.5697420806662
723.9443760715732,1598.372102548293
724.9443760715732,1599.1666275843074
725.9443760715732,1599.9532661088297
726.9443760715732,1600.7319668442153
727.9443760715732,1601.5026783141473
728.9443760715732,1602.2653488427425
729.9443760715732,1603.0199265536387
730.9443760715732,1603.766359369089
731.9443760715732,1604.5045950090412
732.9443760715732,1605.2345809902233
733.9443760715732,1605.956264625207
734.9443760715732,1606.6695930214935
735.9443760715732,1607.3745130805607
736.9443760715732,1608.0709714969364
737.9443760715732,1608.7589147572469
738.9443760715732,1609.438289139272
739.9443760715732,1610.1090407109823
740.9443760715732,1610.771115329589
741.9443760715732,1611.4244586405707
742.9443760715732,1612.06901607671
743.9443760715732,1612.7047328571127
744.9443760715732,1613.3315539862335
745.9443760715732,1613.9494242528872
746.9443760715732,1614.558288229258
747.9443760715732,1615.1580902699084
748.9443760715732,1615.7487745107717
749.9443760715732,1616.3302848681524
750.9443760715732,1616.9025650377116
751.9443760715732,1617.4655584934483
752.9443760715732,1618.0192084866833
753.9443760715732,1618.5634580450258
754.9443760715732,1619.098249971349
755.9443760715732,1619.6235268427388
756.9443760715732,1620.1392310094607
757.9443760715732,1620.6453045939074
758.9443760715732,1621.1416894895456
