mπ,mK,mη,fπ,fK,fη,fϕ,mN,mL,mS,mX
332.61669872,454.65832107,486.52803599,104.57534811,111.91893051,114.92506473,110.47311445,1092.46622459,1157.01943348,1188.64730462,1237.37043788
333.61669872,454.36726307,485.99882831,104.64433421,111.91828812,114.89148891,110.48470375,1093.39245567,1157.32129158,1188.64285523,1236.89515652
334.61669872,454.07478206,485.46664951,104.71326667,111.91745271,114.85772451,110.49614797,1094.32047249,1157.62286778,1188.63709506,1236.41700907
335.61669872,453.78087154,484.9314807,104.7821442,111.91642261,114.82377049,110.50744577,1095.25026992,1157.92415524,1188.63001613,1235.93598636
336.61669872,453.48552492,484.39330282,104.8509655,111.91519611,114.7896258,110.5185958,1096.18184273,1158.22514703,1188.62161037,1235.45207919
337.61669872,453.1887356,483.85209662,104.91972928,111.91377151,114.75528938,110.52959672,1097.11518561,1158.52583616,1188.61186966,1234.96527829
338.61669872,452.89049689,483.30784264,104.98843423,111.91214708,114.72076015,110.54044715,1098.05029315,1158.82621557,1188.60078578,1234.47557437
339.61669872,452.59080205,482.76052126,105.05707904,111.91032109,114.68603704,110.55114573,1098.98715985,1159.12627816,1188.58835046,1233.98295808
340.61669872,452.28964429,482.21011261,105.12566242,111.90829179,114.65111897,110.56169106,1099.92578013,1159.42601673,1188.57455535,1233.48742003
341.61669872,451.98701675,481.65659668,105.19418305,111.90605742,114.61600483,110.57208177,1100.86614832,1159.72542404,1188.55939202,1232.98895078
342.61669872,451.68291253,481.09995323,105.26263961,111.90361621,114.58069353,110.58231645,1101.80825862,1160.02449275,1188.54285196,1232.48754084
343.61669872,451.37732465,480.54016181,105.33103079,111.90096636,114.54518395,110.5923937,1102.75210518,1160.32321547,1188.5249266,1231.98318068
344.61669872,451.07024607,479.97720177,105.39935525,111.89810608,114.50947498,110.6023121,1103.69768202,1160.62158475,1188.50560725,1231.47586071
345.61669872,450.76166971,479.41105227,105.46761168,111.89503354,114.47356547,110.61207023,1104.64498308,1160.91959303,1188.4848852,1230.96557129
346.61669872,450.45158841,478.84169223,105.53579875,111.89174693,114.43745428,110.62166665,1105.59400221,1161.21723272,1188.4627516,1230.45230274
347.61669872,450.13999495,478.26910037,105.60391511,111.88824438,114.40114028,110.63109992,1106.54473312,1161.51449613,1188.43919756,1229.93604531
348.61669872,449.82688205,477.6932552,105.67195944,111.88452404,114.36462229,110.64036859,1107.49716946,1161.81137549,1188.41421408,1229.41678922
349.61669872,449.51224235,477.114135,105.73993039,111.88058405,114.32789916,110.6494712,1108.45130477,1162.10786297,1188.38779209,1228.8945246
350.61669872,449.19606846,476.53171782,105.80782661,111.8764225,114.29096969,110.65840627,1109.40713246,1162.40395065,1188.35992242,1228.36924155
351.61669872,448.87835289,475.9459815,105.87564676,111.87203749,114.25383271,110.66717232,1110.36464587,1162.69963054,1188.33059584,1227.84093012
352.61669872,448.5590881,475.35690365,105.94338948,111.86742711,114.21648701,110.67576787,1111.32383821,1162.99489457,1188.29980299,1227.30958027
353.61669872,448.23826648,474.76446165,106.01105342,111.86258942,114.17893138,110.68419141,1112.28470258,1163.28973457,1188.26753446,1226.77518193
354.61669872,447.91588034,474.16863263,106.0786372,111.85752246,114.14116462,110.69244143,1113.247232,1163.58414232,1188.23378072,1226.23772496
355.61669872,447.59192194,473.5693935,106.14613948,111.85222427,114.10318548,110.70051641,1114.21141934,1163.87810949,1188.19853217,1225.69719916
356.61669872,447.26638347,472.96672091,106.21355886,111.84669287,114.06499272,110.70841482,1115.1772574,1164.17162767,1188.16177909,1225.15359426
357.61669872,446.93925702,472.3605913,106.28089399,111.84092626,114.02658511,110.71613512,1116.14473883,1164.46468837,1188.1235117,1224.60689993
358.61669872,446.61053463,471.75098084,106.34814348,111.83492242,113.98796137,110.72367576,1117.1138562,1164.75728302,1188.0837201,1224.05710578
359.61669872,446.28020828,471.13786544,106.41530595,111.82867932,113.94912024,110.73103517,1118.08460193,1165.04940294,1188.04239428,1223.50420136
360.61669872,445.94826985,470.52122077,106.48238001,111.8221949,113.91006044,110.73821178,1119.05696834,1165.34103937,1187.99952417,1222.94817613
361.61669872,445.61471116,469.90102226,106.54936427,111.81546711,113.87078066,110.74520401,1120.03094765,1165.63218348,1187.95509956,1222.38901949
362.61669872,445.27952395,469.27724504,106.61625733,111.80849385,113.83127962,110.75201026,1121.00653193,1165.92282631,1187.90911017,1221.82672079
363.61669872,444.94269989,468.649864,106.68305779,111.80127302,113.79155598,110.75862893,1121.98371315,1166.21295883,1187.86154558,1221.26126928
364.61669872,444.60423056,468.01885378,106.74976424,111.79380251,113.75160843,110.76505839,1122.96248314,1166.50257191,1187.81239531,1220.69265416
365.61669872,444.26410746,467.3841887,106.81637528,111.78608017,113.71143563,110.77129703,1123.94283363,1166.79165632,1187.76164874,1220.12086453
366.61669872,443.92232203,466.74584285,106.88288949,111.77810384,113.67103622,110.77734318,1124.9247562,1167.08020275,1187.70929515,1219.54588944
367.61669872,443.57886562,466.10379001,106.94930545,111.76987135,113.63040886,110.78319522,1125.90824233,1167.36820175,1187.65532372,1218.96771785
368.61669872,443.23372949,465.45800371,107.01562173,111.76138051,113.58955215,110.78885146,1126.89328334,1167.65564382,1187.5997235,1218.38633864
369.61669872,442.88690482,464.80845716,107.0818369,111.75262909,113.54846472,110.79431024,1127.87987045,1167.94251932,1187.54248345,1217.80174062
370.61669872,442.53838271,464.15512329,107.14794953,111.74361488,113.50714516,110.79956986,1128.86799474,1168.22881853,1187.4835924,1217.2139125
371.61669872,442.18815417,463.49797475,107.21395818,111.7343356,113.46559208,110.80462862,1129.85764715,1168.5145316,1187.42303908,1216.62284293
372.61669872,441.83621014,462.83698387,107.2798614,111.72478899,113.42380404,110.80948481,1130.84881849,1168.79964859,1187.36081208,1216.02852045
373.61669872,441.48254145,462.17212267,107.34565775,111.71497275,113.38177961,110.8141367,1131.84149944,1169.08415946,1187.29689988,1215.43093354
374.61669872,441.12713885,461.5033629,107.41134576,111.70488457,113.33951734,110.81858256,1132.83568055,1169.36805403,1187.23129085,1214.83007057
375.61669872,440.769993,460.83067596,107.47692398,111.69452211,113.29701577,110.82282062,1133.8313522,1169.65132205,1187.16397322,1214.22591982
376.61669872,440.41109448,460.15403294,107.54239094,111.68388302,113.25427343,110.82684913,1134.82850466,1169.93395311,1187.09493512,1213.61846949
377.61669872,440.05043375,459.47340462,107.60774517,111.67296491,113.21128882,110.8306663,1135.82712806,1170.21593673,1187.02416452,1213.00770769
378.61669872,439.68800121,458.78876145,107.6729852,111.66176538,113.16806046,110.83427034,1136.82721237,1170.49726228,1186.95164929,1212.39362242
379.61669872,439.32378714,458.10007355,107.73810953,111.65028201,113.12458681,110.83765945,1137.82874742,1170.77791903,1186.87737715,1211.77620158
380.61669872,438.95778174,457.40731068,107.80311669,111.63851235,113.08086636,110.8408318,1138.83172289,1171.05789612,1186.80133571,1211.15543299
381.61669872,438.58997509,456.71044228,107.86800518,111.62645394,113.03689756,110.84378556,1139.83612833,1171.33718258,1186.72351243,1210.53130435
382.61669872,438.2203572,456.00943745,107.93277349,111.61410428,112.99267885,110.84651888,1140.84195312,1171.6157673,1186.64389463,1209.90380327
383.61669872,437.84891796,455.30426493,107.99742014,111.60146086,112.94820867,110.84902989,1141.84918649,1171.89363905,1186.5624695,1209.27291723
384.61669872,437.47564716,454.59489309,108.06194359,111.58852114,112.90348543,110.85131672,1142.85781754,1172.17078649,1186.4792241,1208.63863365
385.61669872,437.1005345,453.88128995,108.12634235,111.57528254,112.85850752,110.85337747,1143.86783518,1172.44719812,1186.39414532,1208.00093978
386.61669872,436.72356955,453.16342316,108.19061488,111.56174249,112.81327334,110.85521024,1144.87922819,1172.72286234,1186.30721994,1207.35982281
387.61669872,436.3447418,452.44125999,108.25475966,111.54789837,112.76778124,110.85681309,1145.89198518,1172.99776739,1186.21843457,1206.71526978
388.61669872,435.96404061,451.71476734,108.31877515,111.53374754,112.72202959,110.85818409,1146.9060946,1173.27190138,1186.12777568,1206.06726764
389.61669872,435.58145525,450.98391171,108.38265981,111.51928733,112.67601673,110.85932129,1147.92154474,1173.54525231,1186.03522958,1205.4158032
390.61669872,435.19697486,450.24865923,108.44641209,111.50451505,112.62974097,110.8602227,1148.93832372,1173.817808,1185.94078244,1204.76086315
391.61669872,434.81058849,449.5089756,108.51003044,111.48942798,112.58320063,110.86088635,1149.9564195,1174.08955615,1185.84442027,1204.10243407
392.61669872,434.42228505,448.76482613,108.57351331,111.47402338,112.53639399,110.86131023,1150.97581987,1174.36048432,1185.74612891,1203.4405024
393.61669872,434.03205336,448.01617574,108.63685911,111.45829847,112.48931933,110.86149231,1151.99651246,1174.63057991,1185.64589405,1202.77505447
394.61669872,433.63988209,447.26298889,108.70006629,111.44225045,112.44197491,110.86143055,1153.0184847,1174.89983018,1185.54370123,1202.10607645
395.61669872,433.24575982,446.50522965,108.76313326,111.4258765,112.39435897,110.86112291,1154.04172388,1175.16822223,1185.4395358,1201.4335544
396.61669872,432.849675,445.74286165,108.82605843,111.40917374,112.34646973,110.8605673,1155.06621709,1175.43574303,1185.33338295,1200.75747423
397.61669872,432.45161595,444.97584806,108.88884022,111.3921393,112.2983054,110.85976164,1156.09195124,1175.70237937,1185.22522771,1200.07782171
398.61669872,432.05157086,444.20415162,108.95147702,111.37477026,112.24986417,110.85870381,1157.11891309,1175.96811789,1185.11505492,1199.39458247
399.61669872,431.64952781,443.42773463,109.01396722,111.35706365,112.20114421,110.85739169,1158.14708917,1176.23294507,1185.00284927,1198.70774199
400.61669872,431.24547474,442.64655891,109.07630922,111.33901652,112.15214366,110.85582313,1159.17646587,1176.49684723,1184.88859523,1198.01728562
401.61669872,430.83939947,441.8605858,109.13850138,111.32062584,112.10286068,110.85399597,1160.20702936,1176.75981051,1184.77227712,1197.32319852
402.61669872,430.43128966,441.0697762,109.20054209,111.30188857,112.05329337,110.85190801,1161.23876565,1177.02182091,1184.65387908,1196.62546574
403.61669872,430.02113286,440.27409049,109.2624297,111.28280163,112.00343983,110.84955705,1162.27166053,1177.28286422,1184.53338503,1195.92407212
404.61669872,429.60891648,439.47348857,109.32416257,111.26336192,111.95329814,110.84694088,1163.30569961,1177.54292608,1184.41077873,1195.21900239
405.61669872,429.19462777,438.66792984,109.38573906,111.24356629,111.90286635,110.84405724,1164.3408683,1177.80199196,1184.28604373,1194.51024107
406.61669872,428.77825388,437.85737318,109.44715751,111.22341157,111.85214251,110.84090386,1165.37715183,1178.06004714,1184.15916339,1193.79777255
407.61669872,428.35978176,437.04177696,109.50841624,111.20289454,111.80112464,110.83747847,1166.41453519,1178.31707671,1184.03012086,1193.08158101
408.61669872,427.93919826,436.22109902,109.56951359,111.18201196,111.74981074,110.83377876,1167.4530032,1178.57306558,1183.89889909,1192.36165048
409.61669872,427.51649007,435.39529665,109.63044787,111.16076054,111.69819877,110.8298024,1168.49254046,1178.82799847,1183.76548084,1191.63796479
410.61669872,427.0916437,434.56432661,109.6912174,111.13913696,111.64628671,110.82554702,1169.53313136,1179.08185991,1183.62984863,1190.91050761
411.61669872,426.66464555,433.72814508,109.75182048,111.11713787,111.59407248,110.82101028,1170.57476009,1179.33463425,1183.49198479,1190.1792624
412.61669872,426.23548183,432.88670769,109.8122554,111.09475986,111.54155401,110.81618976,1171.61741061,1179.5863056,1183.35187143,1189.44421244
413.61669872,425.8041386,432.0399695,109.87252045,111.07199951,111.48872918,110.81108305,1172.66106667,1179.83685791,1183.20949041,1188.7053408
414.61669872,425.37060178,431.18788494,109.9326139,111.04885334,111.43559586,110.8056877,1173.7057118,1180.0862749,1183.0648234,1187.96263036
415.61669872,424.9348571,430.33040789,109.99253403,111.02531784,111.3821519,110.80000126,1174.75132932,1180.33454008,1182.91785183,1187.2160638
416.61669872,424.49689012,429.4674916,110.0522791,111.00138944,111.32839514,110.79402123,1175.79790229,1180.58163678,1182.76855689,1186.46562357
417.61669872,424.05668626,428.59908867,110.11184736,110.97706456,111.27432336,110.78774509,1176.84541358,1180.82754806,1182.61691953,1185.71129192
418.61669872,423.61423073,427.72515111,110.17123705,110.95233955,111.21993434,110.78117031,1177.89384581,1181.0722568,1182.46292047,1184.95305088
419.61669872,423.1695086,426.84563027,110.23044641,110.92721072,111.16522585,110.77429433,1178.94318137,1181.31574565,1182.30654019,1184.19088225
420.61669872,422.72250473,425.96047682,110.28947367,110.90167436,111.1101956,110.76711454,1179.9934024,1181.55799701,1182.14775889,1183.42476761
421.61669872,422.27320383,425.06964079,110.34831703,110.87572669,111.05484131,110.75962834,1181.04449082,1181.79899306,1181.98655655,1182.65468828
422.61669872,421.82159039,424.1730715,110.4069747,110.8493639,110.99916065,110.75183308,1182.09642829,1182.03871577,1181.82291286,1181.88062539
423.61669872,421.36764873,423.2707176,110.46544489,110.8225821,110.94315128,110.74372609,1183.14919623,1182.27714682,1181.65680728,1181.10255976
